epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
66,40.8191,3.18998,2.82142,1.8522,0.91746,0,0.46591,0.37634,0.32482,0.09663,0.31322,0.33333,0.20576,0.05218,2.95601,2.49483,1.54218,0.99154,0,0.000713,0.000713,0.000713
67,41.375,2.89709,2.76456,1.65967,0.9435,0,0.57089,0.39785,0.39533,0.12424,0.43184,0.39785,0.33046,0.09608,2.71148,2.38445,1.47551,0.97356,0,0.0006932,0.0006932,0.0006932
68,41.9326,3.01934,2.9786,1.6563,0.96973,0,0.54055,0.41935,0.40588,0.1237,0.44806,0.45161,0.32335,0.09886,2.74003,2.48434,1.47947,0.9809,0,0.0006734,0.0006734,0.0006734
69,42.5049,2.9751,2.99082,1.69056,0.91607,0,0.49328,0.39785,0.35408,0.10803,0.38116,0.33116,0.2449,0.06567,2.82634,2.44866,1.50072,0.98252,0,0.0006536,0.0006536,0.0006536
70,43.0528,3.03662,2.7524,1.72909,0.94568,0,0.45071,0.30108,0.28386,0.09622,0.40242,0.26882,0.249,0.06856,2.93511,2.52544,1.55941,0.98573,0,0.0006338,0.0006338,0.0006338
71,43.6148,2.97703,2.92934,1.66492,0.91977,0,0.492,0.34409,0.32608,0.10429,0.334,0.32258,0.27118,0.07522,2.90083,2.67168,1.63107,0.99576,0,0.000614,0.000614,0.000614
72,44.1634,3.04001,2.59691,1.74144,0.91504,0,0.44505,0.44086,0.35985,0.12812,0.44332,0.35968,0.31301,0.09127,2.77965,2.50966,1.50468,0.98905,0,0.0005942,0.0005942,0.0005942
73,44.7054,3.08769,2.79598,1.63125,0.92341,0,0.44853,0.41106,0.33193,0.11887,0.41602,0.36559,0.32339,0.08985,2.81094,2.39387,1.50127,0.97825,0,0.0005744,0.0005744,0.0005744
74,45.2435,3.07745,3.11452,1.72714,0.91917,0,0.46016,0.39785,0.34438,0.12149,0.45839,0.36559,0.33281,0.08898,2.77884,2.35107,1.50998,0.97525,0,0.0005546,0.0005546,0.0005546
75,45.8045,3.03114,3.00735,1.70869,0.88823,0,0.48971,0.39785,0.3698,0.13355,0.51064,0.37634,0.3284,0.10219,2.70384,2.30001,1.51057,0.9765,0,0.0005348,0.0005348,0.0005348
76,46.3614,2.88477,2.71577,1.65781,0.89359,0,0.52908,0.39785,0.4061,0.14127,0.49402,0.36559,0.32893,0.10246,2.63094,2.2799,1.50376,0.96893,0,0.000515,0.000515,0.000515
77,46.9185,3.02019,2.8971,1.70394,1.00214,0,0.56298,0.44086,0.41583,0.14614,0.49707,0.3871,0.35758,0.1022,2.62037,2.31361,1.47491,0.98218,0,0.0004952,0.0004952,0.0004952
78,47.4742,3.0596,2.77903,1.68534,0.92237,0,0.58292,0.4086,0.42541,0.14382,0.47448,0.37634,0.3076,0.09499,2.56986,2.36936,1.46208,0.96843,0,0.0004754,0.0004754,0.0004754
79,48.0092,2.85965,2.56471,1.59619,0.92824,0,0.51482,0.39935,0.39976,0.13682,0.44448,0.33333,0.29863,0.09021,2.6038,2.46906,1.46485,0.96894,0,0.0004556,0.0004556,0.0004556
80,48.5517,2.9134,2.88875,1.64678,0.96763,0,0.57892,0.39785,0.40064,0.13949,0.43794,0.33333,0.2748,0.08588,2.64826,2.40737,1.43875,0.98645,0,0.0004358,0.0004358,0.0004358
81,49.0923,3.06983,2.90984,1.65256,0.91187,0,0.46981,0.34409,0.34804,0.12618,0.36114,0.34042,0.24663,0.07666,2.7153,2.43154,1.48464,0.9897,0,0.000416,0.000416,0.000416
82,49.6303,2.93342,2.64373,1.63249,0.92597,0,0.44136,0.34409,0.33303,0.11742,0.3404,0.38291,0.22766,0.07588,2.69037,2.38186,1.49577,0.9831,0,0.0003962,0.0003962,0.0003962
83,50.1732,2.98319,2.94622,1.66733,0.90544,0,0.48709,0.36559,0.37019,0.12732,0.32912,0.3871,0.25363,0.07383,2.63846,2.40056,1.4969,0.97597,0,0.0003764,0.0003764,0.0003764
84,50.7196,3.13825,2.76985,1.67419,0.93447,0,0.51096,0.43011,0.39945,0.13297,0.40015,0.36559,0.28022,0.08052,2.60827,2.39224,1.48061,0.97,0,0.0003566,0.0003566,0.0003566
85,51.26,2.95678,2.39675,1.5918,0.92342,0,0.53931,0.3871,0.4085,0.14026,0.41196,0.35484,0.2682,0.07864,2.59234,2.40536,1.47741,0.96365,0,0.0003368,0.0003368,0.0003368
86,51.795,3.02956,2.798,1.67994,0.93724,0,0.46706,0.41935,0.35325,0.12116,0.39683,0.36559,0.27887,0.08418,2.64656,2.43217,1.48064,0.96185,0,0.000317,0.000317,0.000317
87,52.3383,3.03913,2.87701,1.65126,0.90857,0,0.46949,0.41935,0.34894,0.11925,0.36962,0.34409,0.27015,0.09716,2.67506,2.50052,1.47599,0.96161,0,0.0002972,0.0002972,0.0002972
88,52.8837,3.01863,3.09406,1.65979,0.87729,0,0.47435,0.41727,0.36191,0.12469,0.37961,0.35484,0.28839,0.09441,2.60668,2.47031,1.46981,0.9518,0,0.0002774,0.0002774,0.0002774
89,53.4252,2.77213,2.7979,1.6416,0.92595,0,0.50668,0.3871,0.37978,0.13172,0.4519,0.3871,0.32588,0.0991,2.53846,2.32774,1.44489,0.94972,0,0.0002576,0.0002576,0.0002576
90,53.9645,2.95314,2.45321,1.59241,0.92689,0,0.58107,0.37634,0.39246,0.14232,0.47641,0.37634,0.33204,0.10085,2.53923,2.32295,1.42283,0.95184,0,0.0002378,0.0002378,0.0002378
91,55.0286,2.76594,2.84622,1.62367,0.93741,0,0.62191,0.36559,0.41113,0.1352,0.50045,0.40934,0.38954,0.11148,2.55415,2.32535,1.4374,0.94996,0,0.000218,0.000218,0.000218
92,55.608,2.7175,2.75587,1.60308,0.93819,0,0.49276,0.44086,0.40666,0.14167,0.51373,0.4086,0.37967,0.1209,2.58723,2.27656,1.4602,0.94975,0,0.0001982,0.0001982,0.0001982
93,56.1768,2.70367,2.65845,1.57547,0.93146,0,0.48713,0.43011,0.39919,0.14352,0.51373,0.41935,0.37647,0.12641,2.58044,2.24867,1.47148,0.94812,0,0.0001784,0.0001784,0.0001784
94,56.7562,2.54968,2.72508,1.54695,0.91847,0,0.63744,0.4086,0.3983,0.14681,0.52378,0.4086,0.37574,0.12525,2.5906,2.23846,1.47527,0.95753,0,0.0001586,0.0001586,0.0001586
95,57.3252,2.7476,2.87451,1.58512,0.93035,0,0.62971,0.4086,0.39576,0.14724,0.53751,0.4086,0.37087,0.12628,2.56989,2.22614,1.47077,0.95671,0,0.0001388,0.0001388,0.0001388
96,57.8867,2.60753,2.64532,1.55084,0.91906,0,0.58227,0.3871,0.38274,0.14483,0.53766,0.43768,0.39549,0.1263,2.56964,2.2264,1.483,0.95877,0,0.000119,0.000119,0.000119
97,58.4383,2.68914,2.71075,1.52732,0.92416,0,0.64228,0.36559,0.3767,0.1409,0.51178,0.45161,0.39194,0.11988,2.55231,2.2453,1.47218,0.94866,0,9.92e-05,9.92e-05,9.92e-05
98,58.9848,2.80043,2.70454,1.53458,0.93388,0,0.58955,0.36559,0.38428,0.14464,0.51036,0.39785,0.37188,0.11746,2.55714,2.21523,1.4702,0.95047,0,7.94e-05,7.94e-05,7.94e-05
99,59.5379,2.66878,2.63983,1.56791,0.954,0,0.5979,0.36559,0.38902,0.14392,0.50036,0.4086,0.37242,0.11688,2.54598,2.22108,1.45612,0.94493,0,5.96e-05,5.96e-05,5.96e-05
100,60.0887,2.67005,2.72132,1.51271,0.95344,0,0.59009,0.3871,0.3976,0.14414,0.51933,0.41824,0.37546,0.1182,2.55244,2.24471,1.45866,0.94999,0,3.98e-05,3.98e-05,3.98e-05
